,Provinces,"ssp1-1.9, 5th percentile","ssp1-1.9, 25th percentile","ssp1-1.9, 50th percentile","ssp1-1.9, 75th percentile","ssp1-1.9, 95th percentile","ssp1-2.6, 5th percentile","ssp1-2.6, 25th percentile","ssp1-2.6, 50th percentile","ssp1-2.6, 75th percentile","ssp1-2.6, 95th percentile","ssp2-4.5, 5th percentile","ssp2-4.5, 25th percentile","ssp2-4.5, 50th percentile","ssp2-4.5, 75th percentile","ssp2-4.5, 95th percentile","ssp3-7.0, 5th percentile","ssp3-7.0, 25th percentile","ssp3-7.0, 50th percentile","ssp3-7.0, 75th percentile","ssp3-7.0, 95th percentile","ssp4-6.0, 5th percentile","ssp4-6.0, 25th percentile","ssp4-6.0, 50th percentile","ssp4-6.0, 75th percentile","ssp4-6.0, 95th percentile","ssp5-8.5, 5th percentile","ssp5-8.5, 25th percentile","ssp5-8.5, 50th percentile","ssp5-8.5, 75th percentile","ssp5-8.5, 95th percentile"
1,Canada,-67.85264015197754,-15.111245214939117,-3.5342946648597717,2.7983983978629112,10.197170823812485,-120.78584432601929,-18.072225153446198,-4.785904288291931,2.1290373057127,12.38434761762619,-110.59311628341675,-18.84695142507553,-5.119031295180321,1.771712675690651,12.298576533794403,-121.11139297485352,-21.812470257282257,-6.263057142496109,1.2558103539049625,12.830698490142822,-62.362587451934814,-24.013574421405792,-6.707021594047546,-1.189195178449154,5.252281576395035,-129.2557716369629,-23.524509370326996,-6.282024085521698,1.006032433360815,11.48810088634491
2,AB,-12.828923761844635,-7.694336771965027,-3.4322112798690796,1.2187575921416283,8.11927244067192,-14.880602061748505,-9.226714074611664,-4.848333075642586,-0.1013298868201673,7.513587921857834,-15.871153771877289,-9.633315354585648,-5.071866884827614,-0.29269009828567505,7.9384878277778625,-15.57428389787674,-9.853623062372208,-5.287623032927513,-0.4281225614249706,7.780901342630386,-14.059530198574066,-9.629587084054947,-5.940702557563782,-2.24807970225811,3.3598873764276505,-16.674339771270752,-10.557353496551514,-6.090036034584045,-1.4186904765665531,6.479679048061371
3,BC,-39.05501663684845,-19.73986029624939,-8.011429011821747,2.7461811900138855,17.748267948627472,-45.151183009147644,-25.203272700309753,-12.474983185529709,-1.3931429013609886,14.840462803840637,-49.07906353473663,-28.033798933029175,-13.867375254631042,-2.0740481093525887,14.368949830532074,-47.16801643371582,-27.046433091163635,-13.893888890743256,-2.8498994186520576,12.566426396369934,-38.73232901096344,-25.48547387123108,-15.973301231861115,-6.741420179605484,4.579315334558487,-52.509111166000366,-30.865034461021423,-16.863282024860382,-4.682434722781181,11.13985851407051
4,MB,-9.747258573770523,-6.098691001534462,-2.799796313047409,1.1306222528219223,6.892725080251694,-10.419999808073044,-6.530144810676575,-3.1551163643598557,0.7311822846531868,6.791370362043381,-11.06126457452774,-6.951802968978882,-3.192271664738655,1.1564766988158226,8.066844195127487,-11.565598845481873,-7.4688248336315155,-3.951847553253174,0.23288866505026817,7.460448145866394,-9.016037732362747,-6.44274577498436,-3.4489955753087997,-0.2057943493127823,4.06227707862854,-11.415985971689224,-7.333450019359589,-3.62909659743309,0.41502066887915134,6.936569511890411
5,NB,-10.953006893396378,-7.706484943628311,-4.45919893682003,-0.8625627495348454,4.757051542401314,-15.88660478591919,-8.522243797779083,-4.612591117620468,-0.9296692907810211,5.8292970061302185,-15.873250365257263,-9.130792319774628,-5.506909638643265,-2.2513777017593384,3.836086019873619,-16.250412166118622,-9.165457636117935,-5.675213038921356,-2.2709570825099945,4.103871062397957,-8.74144732952118,-6.795579940080643,-4.565759748220444,-2.5409407913684845,-0.34686538856476545,-17.26573556661606,-9.98736098408699,-6.287307292222977,-2.9803305864334106,2.8945432975888252
6,NL,-22.05534279346466,-12.54214197397232,-5.145492777228355,2.7010394260287285,12.713608145713806,-27.224963903427124,-14.809489250183105,-5.990733578801155,2.750503458082676,15.445709228515625,-31.067293882369995,-16.634811460971832,-7.437260448932648,1.4547280967235565,13.340985774993896,-30.275428295135498,-17.33173280954361,-8.270271122455597,0.6153993774205446,12.9942387342453,-21.370765566825867,-14.800308644771576,-8.350007981061935,-1.4073633588850498,7.174191623926163,-35.40725111961365,-21.71846777200699,-11.773061752319336,-2.299131266772747,10.523169487714767
7,NT,-17.189131677150726,-5.812545865774155,-1.0345780290663242,3.773714601993561,9.983517974615097,-62.57505416870117,-11.629680544137955,-3.049381636083126,2.832536958158016,10.215423256158829,-59.15062427520752,-12.17745691537857,-3.24944369494915,2.316157706081867,10.186517238616943,-59.00431275367737,-13.034345209598541,-3.7231232970952988,2.5642508640885353,10.37977710366249,-22.46220111846924,-9.618393331766129,-3.549610450863838,0.6747692823410034,6.299629807472229,-64.52828645706177,-13.168606162071228,-3.233451396226883,2.6655366644263268,10.518992692232132
8,NS,-2.203393541276455,-1.241784729063511,-0.55211978033185,-0.11391836451366544,0.5257780198007822,-4.986943304538727,-1.7490290105342865,-0.7523106411099434,-0.2299706917256117,0.5680862348526716,-4.835910350084305,-1.7940729856491089,-0.843544490635395,-0.2994012786075473,0.5700376350432634,-4.818468168377876,-1.8949022516608238,-0.8971376344561577,-0.33891862258315086,0.5871174391359091,-1.8294868990778923,-1.1690493673086166,-0.4455690737813711,-0.10065855458378792,0.2000593114644289,-5.380168557167053,-1.9739262759685516,-0.9421516209840775,-0.32983331475406885,0.3522401675581932
9,NU,-144.66432332992554,-24.32715743780136,-3.6755897104740143,3.4433886408805847,10.070449858903885,-255.31065464019775,-27.53462791442871,-4.488852992653847,3.454618901014328,15.489737689495087,-229.4999599456787,-27.56938636302948,-4.281225800514221,3.5183116793632507,16.21297597885132,-255.13358116149902,-34.91982817649841,-6.566379219293594,2.654891274869442,17.855671048164368,-129.24423217773438,-43.330639600753784,-6.82193711400032,-0.4454810172319412,6.179556995630264,-269.6491003036499,-37.02501952648163,-5.1796019077301025,3.298013284802437,15.743695199489594
10,ON,-10.82010269165039,-6.938110291957855,-3.592796251177788,-0.21953315008431673,4.829476401209831,-11.695694923400879,-7.140343636274338,-3.4773942083120346,0.31685123685747385,7.13602602481842,-12.127076089382172,-7.486502081155777,-3.786923363804817,0.011791717406595126,6.239200383424759,-12.67482042312622,-8.0547496676445,-4.439195990562439,-0.5643655080348253,5.808694660663605,-10.78067198395729,-7.408935576677322,-4.662644490599632,-1.454505231231451,2.667318284511566,-12.941166758537292,-8.300503343343735,-4.69433031976223,-0.8437076583504677,5.440244451165199
11,PE,-3.8236238062381744,-2.8322121128439903,-1.8768645823001862,-0.9106414392590523,0.10687296744436026,-4.547110944986343,-3.120400570333004,-2.133043482899666,-1.3016045093536377,0.4228775389492512,-5.2054427564144135,-3.291686251759529,-2.142758294939995,-1.3051815330982208,0.8689860813319683,-4.987986758351326,-3.7225324660539627,-2.2728491574525833,-1.4339772053062916,0.8936313912272453,-3.707047924399376,-3.084072098135948,-2.3053526878356934,-1.4637517742812634,-0.7904713973402977,-5.5623214691877365,-3.9011549204587936,-2.4122539907693863,-1.4861801639199257,0.24360441602766514
12,QC,-17.357803881168365,-9.841512143611908,-3.592805936932564,3.124118782579899,11.465233564376831,-19.925321638584137,-11.075083911418915,-4.549947008490562,2.332269959151745,12.405645102262497,-22.194671630859375,-12.352828681468964,-5.507734790444374,1.3209803961217403,11.169540882110596,-22.116540372371674,-12.983572483062744,-6.423784047365189,0.5288392771035433,10.740260779857635,-16.79040491580963,-11.864151805639267,-7.116721570491791,-1.8490489572286606,4.578583687543869,-24.844391644001007,-15.382541716098785,-8.265960961580276,-1.0784512385725975,9.253452718257904
13,SK,-7.786139100790024,-4.837663099169731,-2.171004004776478,0.9695986285805702,5.808733031153679,-8.455754816532135,-5.41599914431572,-2.697189152240753,0.24411578197032213,5.130159854888916,-8.623114228248596,-5.395630747079849,-2.5566885247826576,0.5359972827136517,5.749627947807312,-9.164836257696152,-5.912012234330177,-2.9413504526019096,0.26552604977041483,6.117852032184601,-7.91969820857048,-5.35617433488369,-2.8947534039616585,-0.20027731079608202,3.5019639879465103,-9.047513455152512,-5.72071485221386,-2.9529230669140816,0.03252621681895107,5.472489446401596
