"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.55","51.19","BANFF CS","3050519","2007-01-01","2007","01","01","","-0.6","","-11.4","","-6.0","","24.0","","0.0","","0.0","","0.4","","0.4","","16","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-02","2007","01","02","","2.4","","-4.9","","-1.3","","19.3","","0.0","","2.6","","4.7","","7.3","","19","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-03","2007","01","03","","2.0","","-8.1","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-04","2007","01","04","","-1.3","","-11.2","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-05","2007","01","05","","-4.3","","-11.5","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-06","2007","01","06","","-3.3","","-8.2","","-5.8","","23.8","","0.0","","0.0","","1.2","","1.2","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-07","2007","01","07","","-0.3","","-5.8","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-08","2007","01","08","","0.5","","-8.4","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-09","2007","01","09","","-0.9","","-8.6","","-4.8","","22.8","","0.0","","0.0","","4.0","","4.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-10","2007","01","10","","-1.4","","-18.3","","-9.9","","27.9","","0.0","","0.0","","4.3","","4.3","","27","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-11","2007","01","11","","-16.6","","-32.9","","-24.8","","42.8","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-12","2007","01","12","","-12.8","","-24.4","","-18.6","","36.6","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-13","2007","01","13","","-12.8","","-19.4","","-16.1","","34.1","","0.0","","0.0","","0.7","","0.7","","25","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-14","2007","01","14","","-9.1","","-21.0","","-15.1","","33.1","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-15","2007","01","15","","-9.8","","-17.3","","-13.6","","31.6","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-16","2007","01","16","","-8.4","","-13.9","","-11.2","","29.2","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-17","2007","01","17","","-8.2","","-16.8","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-18","2007","01","18","","-8.3","","-16.4","","-12.4","","30.4","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-19","2007","01","19","","-4.6","","-10.5","","-7.6","","25.6","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-20","2007","01","20","","-3.3","","-14.7","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-21","2007","01","21","","-4.6","","-16.2","","-10.4","","28.4","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-22","2007","01","22","","-1.8","","-6.9","","-4.4","","22.4","","0.0","","0.0","","0.5","","0.5","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-23","2007","01","23","","2.1","","-3.7","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-24","2007","01","24","","7.8","","-2.1","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-25","2007","01","25","","5.9","","-3.4","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-26","2007","01","26","","-1.3","","-15.5","","-8.4","","26.4","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-27","2007","01","27","","-2.5","","-18.6","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-28","2007","01","28","","-2.3","","-18.1","","-10.2","","28.2","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-29","2007","01","29","","-2.3","","-19.6","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-30","2007","01","30","","2.0","","-14.7","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-01-31","2007","01","31","","-4.5","","-16.2","","-10.4","","28.4","","0.0","","0.0","","0.6","","0.6","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-01","2007","02","01","","-4.4","","-19.8","","-12.1","","30.1","","0.0","","0.0","","0.4","","0.4","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-02","2007","02","02","","-3.0","","-12.3","","-7.7","","25.7","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-03","2007","02","03","","-2.7","","-13.5","","-8.1","","26.1","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-04","2007","02","04","","1.7","","-8.0","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-05","2007","02","05","","6.6","","-3.1","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-06","2007","02","06","","2.0","","-8.7","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-07","2007","02","07","","-6.1","","-11.9","","-9.0","","27.0","","0.0","","0.0","","0.9","","0.9","","17","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-08","2007","02","08","","-10.7","","-14.2","","-12.5","","30.5","","0.0","","0.0","","2.8","","2.8","","18","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-09","2007","02","09","","-11.2","","-15.4","","-13.3","","31.3","","0.0","","0.0","","1.6","","1.6","","19","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-10","2007","02","10","","3.4","","-17.3","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-11","2007","02","11","","-1.2","","-15.4","","-8.3","","26.3","","0.0","","0.0","","1.8","","1.8","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-12","2007","02","12","","-13.8","","-18.7","","-16.3","","34.3","","0.0","","0.0","","3.2","","3.2","","24","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-13","2007","02","13","","-14.7","","-24.5","","-19.6","","37.6","","0.0","","0.0","","3.7","","3.7","","25","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-14","2007","02","14","","-1.3","","-27.2","","-14.3","","32.3","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-15","2007","02","15","","-0.8","","-8.3","","-4.6","","22.6","","0.0","","0.0","","0.8","","0.8","","26","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-16","2007","02","16","","4.0","","-2.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-17","2007","02","17","","4.4","","-3.0","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-18","2007","02","18","","3.7","","-3.7","","0.0","","18.0","","0.0","","0.0","","1.2","","1.2","","22","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-19","2007","02","19","","0.3","","-3.8","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-20","2007","02","20","","2.3","","-5.8","","-1.8","","19.8","","0.0","","0.0","","1.5","","1.5","","22","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-21","2007","02","21","","-0.4","","-10.6","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-22","2007","02","22","","-4.2","","-15.8","","-10.0","","28.0","","0.0","","0.0","","1.1","","1.1","","22","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-23","2007","02","23","","-0.2","","-12.9","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-24","2007","02","24","","-1.4","","-20.5","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-25","2007","02","25","","1.2","","-12.1","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-26","2007","02","26","","1.5","","-7.9","","-3.2","","21.2","","0.0","","0.0","","1.4","","1.4","","22","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-27","2007","02","27","","0.5","","-14.2","","-6.9","","24.9","","0.0","","0.0","","0.8","","0.8","","25","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-02-28","2007","02","28","","-0.5","","-17.2","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-01","2007","03","01","","-2.6","","-16.8","","-9.7","","27.7","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-02","2007","03","02","","-1.5","","-22.9","","-12.2","","30.2","","0.0","","0.0","","0.7","","0.7","","24","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-03","2007","03","03","","2.3","","-5.6","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-04","2007","03","04","","7.0","","-2.4","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-05","2007","03","05","","8.8","","-0.5","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-06","2007","03","06","","9.3","","1.8","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-07","2007","03","07","","10.6","","-1.2","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-08","2007","03","08","","6.5","","-0.7","","2.9","","15.1","","0.0","","0.6","","0.0","","0.6","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-09","2007","03","09","","5.9","","0.0","","3.0","","15.0","","0.0","","0.0","","1.4","","1.4","","4","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-10","2007","03","10","","7.4","","1.2","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-11","2007","03","11","","7.0","","1.5","","4.3","","13.7","","0.0","","10.0","","0.0","","10.0","","4","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-12","2007","03","12","","7.9","","-2.5","","2.7","","15.3","","0.0","","9.2","","0.0","","9.2","","4","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-13","2007","03","13","","0.0","","-6.6","","-3.3","","21.3","","0.0","","0.0","","3.7","","3.7","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-14","2007","03","14","","-0.8","","-9.8","","-5.3","","23.3","","0.0","","0.0","","0.4","","0.4","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-15","2007","03","15","","1.3","","-13.7","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-16","2007","03","16","","3.9","","-4.5","","-0.3","","18.3","","0.0","","0.0","","5.1","","5.1","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-17","2007","03","17","","11.5","","1.2","","6.4","","11.6","","0.0","","0.0","","5.3","","5.3","","3","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-18","2007","03","18","","6.4","","-6.2","","0.1","","17.9","","0.0","","0.0","","0.3","","0.3","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-19","2007","03","19","","9.2","","-6.6","","1.3","","16.7","","0.0","","0.6","","0.0","","0.6","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-20","2007","03","20","","4.4","","-3.0","","0.7","","17.3","","0.0","","7.8","","0.0","","7.8","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-21","2007","03","21","","2.6","","-6.2","","-1.8","","19.8","","0.0","","0.0","","3.4","","3.4","","3","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-22","2007","03","22","","6.9","","-1.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-23","2007","03","23","","9.5","","-0.3","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-24","2007","03","24","","8.8","","2.6","","5.7","","12.3","","0.0","","3.4","","0.0","","3.4","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-25","2007","03","25","","6.8","","-3.3","","1.8","","16.2","","0.0","","4.0","","0.0","","4.0","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-26","2007","03","26","","6.7","","-5.9","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-27","2007","03","27","","5.3","","-4.5","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-28","2007","03","28","","5.6","","-4.3","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-29","2007","03","29","","11.2","","-3.9","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-30","2007","03","30","","13.2","","-2.3","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-03-31","2007","03","31","","4.7","","-2.2","","1.3","","16.7","","0.0","","0.0","","0.9","","0.9","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-01","2007","04","01","","-0.4","","-8.2","","-4.3","","22.3","","0.0","","0.0","","3.0","","3.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-02","2007","04","02","","-5.2","","-10.8","","-8.0","","26.0","","0.0","","0.0","","2.2","","2.2","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-03","2007","04","03","","-2.1","","-16.0","","-9.1","","27.1","","0.0","","0.0","","2.7","","2.7","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-04","2007","04","04","","1.8","","-12.0","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-05","2007","04","05","","1.0","","-6.5","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-06","2007","04","06","","6.6","","-6.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-07","2007","04","07","","14.5","","-5.2","","4.7","","13.3","","0.0","","0.0","","5.8","","5.8","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-08","2007","04","08","","18.7","","-2.4","","8.2","","9.8","","0.0","","0.0","","3.2","","3.2","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-09","2007","04","09","","8.9","","-1.5","","3.7","","14.3","","0.0","","0.6","","0.7","","1.3","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-10","2007","04","10","","5.2","","0.2","","2.7","","15.3","","0.0","","","M","","M","","M","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-11","2007","04","11","","5.4","","-4.5","","0.5","","17.5","","0.0","","","M","","M","","M","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-12","2007","04","12","","9.8","","-9.4","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-13","2007","04","13","","10.3","","1.0","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-14","2007","04","14","","13.1","","2.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-15","2007","04","15","","8.3","","-2.6","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-16","2007","04","16","","11.2","","-2.2","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-17","2007","04","17","","9.6","","-1.2","","4.2","","13.8","","0.0","","1.0","","0.0","","1.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-18","2007","04","18","","5.4","","-3.3","","1.1","","16.9","","0.0","","0.6","","2.6","","3.2","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-19","2007","04","19","","6.7","","-1.3","","2.7","","15.3","","0.0","","0.6","","1.6","","2.2","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-20","2007","04","20","","4.0","","-1.5","","1.3","","16.7","","0.0","","0.0","","5.7","","5.7","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-21","2007","04","21","","8.7","","-2.8","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-22","2007","04","22","","10.8","","-4.4","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-23","2007","04","23","","14.8","","-2.3","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-24","2007","04","24","","14.3","","0.3","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-25","2007","04","25","","11.9","","0.4","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-26","2007","04","26","","9.9","","1.2","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-27","2007","04","27","","11.9","","3.8","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-28","2007","04","28","","11.4","","1.0","","6.2","","11.8","","0.0","","6.0","","0.0","","6.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-29","2007","04","29","","6.4","","-2.5","","2.0","","16.0","","0.0","","5.4","","0.0","","5.4","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-04-30","2007","04","30","","11.0","","-5.1","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-01","2007","05","01","","11.2","","-1.3","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-02","2007","05","02","","13.6","","3.0","","8.3","","9.7","","0.0","","5.0","","0.0","","5.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-03","2007","05","03","","5.3","","1.2","","3.3","","14.7","","0.0","","8.4","","0.0","","8.4","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-04","2007","05","04","","3.3","","0.7","","2.0","","16.0","","0.0","","1.8","","0.0","","1.8","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-05","2007","05","05","","9.9","","0.7","","5.3","","12.7","","0.0","","0.2","","0.0","","0.2","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-06","2007","05","06","","15.5","","-1.2","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-07","2007","05","07","","16.7","","6.5","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-08","2007","05","08","","20.0","","4.8","","12.4","","5.6","","0.0","","4.6","","0.0","","4.6","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-09","2007","05","09","","15.3","","3.0","","9.2","","8.8","","0.0","","0.4","","0.0","","0.4","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-10","2007","05","10","","16.9","","-3.1","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-11","2007","05","11","","18.0","","-3.1","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-12","2007","05","12","","19.2","","-1.6","","8.8","","9.2","","0.0","","0.0","","4.0","E","4.0","E","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-13","2007","05","13","","9.7","","3.5","","6.6","","11.4","","0.0","","5.6","","0.0","","5.6","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-14","2007","05","14","","13.1","","0.9","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-15","2007","05","15","","18.6","","-2.9","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-16","2007","05","16","","21.3","","2.4","","11.9","","6.1","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-17","2007","05","17","","19.7","","1.7","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-18","2007","05","18","","14.8","","5.5","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-19","2007","05","19","","13.8","","3.0","","8.4","","9.6","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-20","2007","05","20","","11.7","","1.9","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-21","2007","05","21","","7.5","","0.2","","3.9","","14.1","","0.0","","10.6","","2.4","E","13.0","E","0","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-22","2007","05","22","","13.6","","-1.3","","6.2","","11.8","","0.0","","0.0","","5.2","","5.2","","0","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-23","2007","05","23","","12.6","","-1.5","","5.6","","12.4","","0.0","","6.6","E","6.4","E","13.0","E","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-24","2007","05","24","","5.6","","-1.3","","2.2","","15.8","","0.0","","6.6","E","4.8","E","11.4","E","14","","","","",""
"-115.55","51.19","BANFF CS","3050519","2007-05-25","2007","05","25","","14.9","","-1.9","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
