"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.55","51.19","BANFF CS","3050519","2009-01-01","2009","01","01","","-6.9","","-15.4","","-11.2","","29.2","","0.0","","","M","","M","1.3","","25","","","","<31",""
"-115.55","51.19","BANFF CS","3050519","2009-01-02","2009","01","02","","-13.6","","-32.6","","-23.1","","41.1","","0.0","","0.0","","","M","2.4","","25","","","","<31",""
"-115.55","51.19","BANFF CS","3050519","2009-01-03","2009","01","03","","-15.3","","-35.1","","-25.2","","43.2","","0.0","","","M","","M","1.4","","25","","23","","33",""
"-115.55","51.19","BANFF CS","3050519","2009-01-04","2009","01","04","","-6.6","","-20.7","","-13.7","","31.7","","0.0","","","M","","M","0.0","","25","","23","","48",""
"-115.55","51.19","BANFF CS","3050519","2009-01-05","2009","01","05","","-5.6","","-10.2","","-7.9","","25.9","","0.0","","","M","","M","0.0","","22","","24","","43",""
"-115.55","51.19","BANFF CS","3050519","2009-01-06","2009","01","06","","-3.4","","-8.1","","-5.8","","23.8","","0.0","","","M","","M","0.0","","22","","","","<31",""
"-115.55","51.19","BANFF CS","3050519","2009-01-07","2009","01","07","","-1.1","","-8.0","","-4.6","","22.6","","0.0","","0.0","","","M","2.0","","23","","","","<31",""
"-115.55","51.19","BANFF CS","3050519","2009-01-08","2009","01","08","","1.5","","-8.8","","-3.7","","21.7","","0.0","","","M","","M","0.4","","24","","","","<31",""
"-115.55","51.19","BANFF CS","3050519","2009-01-09","2009","01","09","","-2.2","","-14.8","","-8.5","","26.5","","0.0","","0.0","","","M","2.3","","23","","22","","33",""
"-115.55","51.19","BANFF CS","3050519","2009-01-10","2009","01","10","","0.9","","-4.7","","-1.9","","19.9","","0.0","","","M","","M","0.0","","24","","25","","37",""
